C:/Users/35841/rcnn/images_annotation/annots/train_0.png,377,236,476,331,n
C:/Users/35841/rcnn/images_annotation/annots/train_1.png,393,354,489,459,n
C:/Users/35841/rcnn/images_annotation/annots/train_100.png,102,140,248,328,n
C:/Users/35841/rcnn/images_annotation/annots/train_1001.png,79,308,267,407,n
C:/Users/35841/rcnn/images_annotation/annots/train_1003.png,227,87,361,204,n
C:/Users/35841/rcnn/images_annotation/annots/train_1004.png,13,1,145,106,c
C:/Users/35841/rcnn/images_annotation/annots/train_1004.png,168,42,271,146,c
C:/Users/35841/rcnn/images_annotation/annots/train_1004.png,131,177,257,261,c
C:/Users/35841/rcnn/images_annotation/annots/train_1004.png,1,119,107,259,c
C:/Users/35841/rcnn/images_annotation/annots/train_101.png,234,228,319,341,n
C:/Users/35841/rcnn/images_annotation/annots/train_1011.png,192,272,283,331,n
C:/Users/35841/rcnn/images_annotation/annots/train_1012.png,245,115,387,268,n
C:/Users/35841/rcnn/images_annotation/annots/train_1012.png,128,37,292,81,n
C:/Users/35841/rcnn/images_annotation/annots/train_1013.png,39,392,186,489,n
C:/Users/35841/rcnn/images_annotation/annots/train_1016.png,213,191,428,407,c
C:/Users/35841/rcnn/images_annotation/annots/train_1017.png,163,375,295,500,c
C:/Users/35841/rcnn/images_annotation/annots/train_1019.png,147,230,261,345,n
C:/Users/35841/rcnn/images_annotation/annots/train_102.png,101,176,197,309,n
C:/Users/35841/rcnn/images_annotation/annots/train_1021.png,124,81,222,189,n
C:/Users/35841/rcnn/images_annotation/annots/train_1022.png,143,208,324,322,n
C:/Users/35841/rcnn/images_annotation/annots/train_1023.png,135,77,291,201,n
C:/Users/35841/rcnn/images_annotation/annots/train_1024.png,260,9,435,175,n
C:/Users/35841/rcnn/images_annotation/annots/train_1028.png,142,178,219,273,n
C:/Users/35841/rcnn/images_annotation/annots/train_103.png,98,75,163,154,n
C:/Users/35841/rcnn/images_annotation/annots/train_1030.png,9,47,235,193,n
C:/Users/35841/rcnn/images_annotation/annots/train_1031.png,2,328,86,442,n
C:/Users/35841/rcnn/images_annotation/annots/train_1032.png,188,253,278,329,n
C:/Users/35841/rcnn/images_annotation/annots/train_1035.png,81,172,207,291,c
C:/Users/35841/rcnn/images_annotation/annots/train_1035.png,67,294,153,393,c
C:/Users/35841/rcnn/images_annotation/annots/train_1035.png,172,310,274,415,c
C:/Users/35841/rcnn/images_annotation/annots/train_1035.png,218,203,306,289,c
C:/Users/35841/rcnn/images_annotation/annots/train_1036.png,13,254,77,349,n
C:/Users/35841/rcnn/images_annotation/annots/train_1037.png,393,353,465,491,n
C:/Users/35841/rcnn/images_annotation/annots/train_1038.png,191,273,323,374,n
C:/Users/35841/rcnn/images_annotation/annots/train_1039.png,45,125,207,255,n
C:/Users/35841/rcnn/images_annotation/annots/train_104.png,90,140,151,216,n
C:/Users/35841/rcnn/images_annotation/annots/train_104.png,38,249,175,344,n
C:/Users/35841/rcnn/images_annotation/annots/train_1040.png,92,141,239,217,n
C:/Users/35841/rcnn/images_annotation/annots/train_1041.png,126,105,273,222,n
C:/Users/35841/rcnn/images_annotation/annots/train_1044.png,108,63,259,164,n
C:/Users/35841/rcnn/images_annotation/annots/train_1048.png,94,259,213,353,n
C:/Users/35841/rcnn/images_annotation/annots/train_105.png,304,305,354,346,n
C:/Users/35841/rcnn/images_annotation/annots/train_1050.png,49,74,180,154,n
C:/Users/35841/rcnn/images_annotation/annots/train_1051.png,69,82,193,238,n
C:/Users/35841/rcnn/images_annotation/annots/train_1054.png,99,106,197,191,c
C:/Users/35841/rcnn/images_annotation/annots/train_106.png,277,283,339,323,n
C:/Users/35841/rcnn/images_annotation/annots/train_1060.png,268,109,356,166,n
C:/Users/35841/rcnn/images_annotation/annots/train_1063.png,336,127,464,281,n
C:/Users/35841/rcnn/images_annotation/annots/train_1065.png,237,168,414,349,c
C:/Users/35841/rcnn/images_annotation/annots/train_1066.png,221,284,378,460,c
C:/Users/35841/rcnn/images_annotation/annots/train_1069.png,382,261,500,326,c
C:/Users/35841/rcnn/images_annotation/annots/train_1069.png,383,368,500,462,c
C:/Users/35841/rcnn/images_annotation/annots/train_107.png,263,140,320,234,n
C:/Users/35841/rcnn/images_annotation/annots/train_1070.png,281,374,385,445,n
C:/Users/35841/rcnn/images_annotation/annots/train_1071.png,178,27,270,112,n
C:/Users/35841/rcnn/images_annotation/annots/train_1072.png,81,86,207,147,c
C:/Users/35841/rcnn/images_annotation/annots/train_1072.png,219,1,351,65,c
C:/Users/35841/rcnn/images_annotation/annots/train_1073.png,358,363,500,434,c
C:/Users/35841/rcnn/images_annotation/annots/train_1073.png,231,464,333,500,c
C:/Users/35841/rcnn/images_annotation/annots/train_1073.png,276,45,498,139,c
C:/Users/35841/rcnn/images_annotation/annots/train_1076.png,154,123,223,213,n
C:/Users/35841/rcnn/images_annotation/annots/train_1078.png,101,16,230,84,n
C:/Users/35841/rcnn/images_annotation/annots/train_1079.png,338,316,491,410,n
C:/Users/35841/rcnn/images_annotation/annots/train_108.png,293,243,351,315,n
C:/Users/35841/rcnn/images_annotation/annots/train_1080.png,315,405,383,466,n
C:/Users/35841/rcnn/images_annotation/annots/train_1082.png,151,22,282,143,c
